"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v
Census Regions,Mid-Atlantic,2022,20,5870,0,28,29,0,0,0,0
Census Regions,East North Central,2022,20,3100,0,57,4,1,0,0,0
Census Regions,West North Central,2022,20,620,0,10,5,0,0,0,0
Census Regions,South Atlantic,2022,20,428,3,152,12,0,0,0,0
Census Regions,East South Central,2022,20,65,0,30,1,0,0,0,0
Census Regions,West South Central,2022,20,938,0,7,1,0,0,0,0
Census Regions,Mountain,2022,20,1186,1,147,25,0,0,0,0
Census Regions,Pacific,2022,20,2969,0,141,13,0,0,0,0
Census Regions,New England,2022,21,499,0,21,52,0,0,0,0
Census Regions,Mid-Atlantic,2022,21,5385,1,16,22,0,0,0,0
Census Regions,East North Central,2022,21,3097,0,24,3,0,0,0,0
Census Regions,West North Central,2022,21,409,0,5,1,0,0,0,0
Census Regions,South Atlantic,2022,21,492,0,180,6,1,0,0,0
Census Regions,East South Central,2022,21,46,0,11,0,0,0,0,0
Census Regions,West South Central,2022,21,986,0,2,1,0,0,0,0
Census Regions,Mountain,2022,21,1137,0,108,16,0,0,0,0
Census Regions,Pacific,2022,21,3052,0,145,13,0,0,0,0
Census Regions,New England,2022,22,374,0,18,23,0,0,0,0
Census Regions,Mid-Atlantic,2022,22,4564,1,13,15,1,0,0,0
Census Regions,East North Central,2022,22,3023,0,33,5,0,0,0,0
Census Regions,West North Central,2022,22,576,0,3,0,0,0,0,0
Census Regions,South Atlantic,2022,22,507,0,166,16,0,0,0,0
Census Regions,East South Central,2022,22,23,0,7,0,0,0,0,0
Census Regions,West South Central,2022,22,805,0,2,1,0,0,0,0
Census Regions,Mountain,2022,22,1277,0,98,6,0,0,0,0
Census Regions,Pacific,2022,22,3008,0,132,35,0,0,0,0
Census Regions,New England,2022,23,424,0,9,21,0,0,0,0
Census Regions,Mid-Atlantic,2022,23,4735,0,2,6,0,0,0,0
Census Regions,East North Central,2022,23,3007,0,34,4,0,0,0,0
Census Regions,West North Central,2022,23,449,0,3,0,0,0,0,0
Census Regions,South Atlantic,2022,23,397,0,138,11,0,0,0,0
Census Regions,East South Central,2022,23,29,0,8,0,0,0,0,0
Census Regions,West South Central,2022,23,1488,0,2,3,0,0,0,0
Census Regions,Mountain,2022,23,1471,0,52,20,0,0,0,0
Census Regions,Pacific,2022,23,3100,0,101,10,2,0,0,0
Census Regions,New England,2022,24,343,0,5,9,0,0,0,0
Census Regions,Mid-Atlantic,2022,24,4164,0,17,9,0,0,0,0
Census Regions,East North Central,2022,24,3130,0,5,0,0,0,0,0
Census Regions,West North Central,2022,24,527,0,3,1,0,0,0,0
Census Regions,South Atlantic,2022,24,369,0,116,3,0,0,0,0
Census Regions,East South Central,2022,24,46,0,1,0,0,0,0,0
Census Regions,West South Central,2022,24,1708,0,1,3,0,0,0,0
Census Regions,Mountain,2022,24,1233,0,41,10,0,0,0,0
Census Regions,Pacific,2022,24,4381,0,118,11,3,0,0,0
Census Regions,New England,2022,25,282,0,11,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,25,4133,0,16,5,0,0,0,0
Census Regions,East North Central,2022,25,2838,0,7,1,0,0,0,0
Census Regions,West North Central,2022,25,511,0,2,3,0,0,0,0
Census Regions,South Atlantic,2022,25,267,0,54,8,0,0,0,0
Census Regions,East South Central,2022,25,24,0,1,0,0,0,0,0
Census Regions,West South Central,2022,25,1401,0,1,1,0,0,0,0
Census Regions,Mountain,2022,25,1269,0,14,5,0,0,0,0
Census Regions,Pacific,2022,25,6364,0,62,6,1,0,0,0
Census Regions,New England,2022,26,846,0,1,6,0,0,0,0
Census Regions,Mid-Atlantic,2022,26,4208,0,3,3,0,0,0,0
Census Regions,East North Central,2022,26,2994,1,5,1,0,0,0,0
Census Regions,West North Central,2022,26,445,0,0,1,0,0,0,0
Census Regions,South Atlantic,2022,26,245,0,27,6,0,0,0,0
Census Regions,East South Central,2022,26,88,0,4,0,0,0,0,0
Census Regions,West South Central,2022,26,1166,0,1,1,0,0,0,0
Census Regions,Mountain,2022,26,1414,0,4,1,0,0,0,0
Census Regions,Pacific,2022,26,7805,0,31,6,1,0,0,0
Census Regions,New England,2022,27,976,0,2,1,0,0,0,0
Census Regions,Mid-Atlantic,2022,27,3824,0,4,2,0,0,0,0
Census Regions,East North Central,2022,27,2607,0,6,1,0,0,0,0
Census Regions,West North Central,2022,27,389,0,0,0,0,0,0,0
Census Regions,South Atlantic,2022,27,207,0,24,1,0,0,0,0
Census Regions,East South Central,2022,27,53,0,0,0,0,0,0,0
Census Regions,West South Central,2022,27,1308,0,0,1,0,0,0,0
Census Regions,Mountain,2022,27,1664,0,4,1,0,0,0,0
Census Regions,Pacific,2022,27,7835,0,45,5,1,0,0,0
Census Regions,New England,2022,28,903,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,28,4075,0,8,3,1,0,0,0
Census Regions,East North Central,2022,28,2672,0,4,0,0,0,0,0
Census Regions,West North Central,2022,28,493,0,0,1,0,0,0,0
Census Regions,South Atlantic,2022,28,208,0,29,0,0,0,0,0
Census Regions,East South Central,2022,28,42,0,0,0,0,0,0,0
Census Regions,West South Central,2022,28,1571,0,0,1,0,0,0,0
Census Regions,Mountain,2022,28,2646,0,4,1,0,0,0,0
Census Regions,Pacific,2022,28,7492,0,69,5,0,0,0,0
Census Regions,New England,2022,29,907,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,29,4183,0,3,1,0,0,0,0
Census Regions,East North Central,2022,29,2651,1,5,0,0,0,0,0
Census Regions,West North Central,2022,29,572,0,2,2,0,0,0,0
Census Regions,South Atlantic,2022,29,216,0,7,0,0,0,0,0
Census Regions,East South Central,2022,29,52,0,0,0,0,0,0,0
Census Regions,West South Central,2022,29,1688,0,0,0,0,0,0,0
Census Regions,Mountain,2022,29,2491,0,4,4,3,0,0,0
Census Regions,Pacific,2022,29,8337,0,21,2,1,0,0,0
Census Regions,New England,2022,30,722,0,0,1,0,0,0,0
Census Regions,Mid-Atlantic,2022,30,3734,0,2,3,0,0,0,0
Census Regions,East North Central,2022,30,2529,0,7,1,0,0,0,0
Census Regions,West North Central,2022,30,545,0,1,0,0,0,0,0
Census Regions,South Atlantic,2022,30,168,0,4,0,0,0,0,0
Census Regions,East South Central,2022,30,49,0,0,0,0,0,0,0
Census Regions,West South Central,2022,30,1715,0,2,1,0,0,0,0
Census Regions,Mountain,2022,30,2486,0,1,3,3,0,0,0
Census Regions,Pacific,2022,30,9511,0,14,6,0,0,0,0
Census Regions,New England,2022,31,959,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,31,3567,0,6,1,0,0,0,0
Census Regions,East North Central,2022,31,2218,0,11,0,0,0,0,0
Census Regions,West North Central,2022,31,471,1,0,0,0,0,0,0
Census Regions,South Atlantic,2022,31,218,1,8,0,0,0,0,3
Census Regions,East South Central,2022,31,21,0,0,0,0,0,0,0
Census Regions,West South Central,2022,31,1682,0,2,0,0,0,0,0
Census Regions,Mountain,2022,31,2286,0,1,1,1,0,0,0
Census Regions,Pacific,2022,31,7353,0,12,14,1,0,0,0
Census Regions,New England,2022,32,829,0,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,32,3480,0,12,1,0,0,0,0
Census Regions,East North Central,2022,32,2159,1,3,0,0,0,0,0
Census Regions,West North Central,2022,32,474,0,1,0,0,0,0,0
Census Regions,South Atlantic,2022,32,208,0,9,3,0,0,0,0
Census Regions,East South Central,2022,32,26,0,0,0,0,0,0,0
Census Regions,West South Central,2022,32,1220,0,1,0,0,0,0,0
Census Regions,Mountain,2022,32,2224,0,3,0,0,0,0,0
Census Regions,Pacific,2022,32,4770,0,54,3,2,0,0,0
Census Regions,New England,2022,33,975,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,33,3079,0,11,0,0,0,0,0
Census Regions,East North Central,2022,33,2351,1,7,0,0,0,0,0
Census Regions,West North Central,2022,33,394,0,1,1,0,1,0,0
Census Regions,South Atlantic,2022,33,214,4,6,0,0,0,0,0
Census Regions,East South Central,2022,33,16,0,0,0,0,0,0,0
Census Regions,West South Central,2022,33,1321,0,3,0,0,0,0,0
Census Regions,Mountain,2022,33,2198,0,3,3,0,0,0,0
Census Regions,Pacific,2022,33,10188,1,36,3,1,0,0,0
Census Regions,New England,2022,34,1029,0,2,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,34,2784,1,10,3,0,0,0,0
Census Regions,East North Central,2022,34,2543,4,7,0,0,1,0,0
Census Regions,West North Central,2022,34,388,0,1,0,0,0,0,0
Census Regions,South Atlantic,2022,34,234,2,10,1,0,1,0,0
Census Regions,East South Central,2022,34,11,0,0,0,0,0,0,0
Census Regions,West South Central,2022,34,1312,0,1,0,0,0,0,0
Census Regions,Mountain,2022,34,1925,1,0,2,0,0,0,0
Census Regions,Pacific,2022,34,8383,3,46,1,0,0,0,0
Census Regions,New England,2022,35,952,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,35,2994,0,21,3,0,0,0,0
Census Regions,East North Central,2022,35,2485,7,9,1,0,0,0,0
Census Regions,West North Central,2022,35,444,0,0,0,0,0,0,0
Census Regions,South Atlantic,2022,35,177,0,6,1,0,0,0,0
Census Regions,East South Central,2022,35,21,0,0,0,0,0,0,0
Census Regions,West South Central,2022,35,1276,1,1,1,0,0,0,0
Census Regions,Mountain,2022,35,1666,0,2,1,0,0,0,0
Census Regions,Pacific,2022,35,6454,0,32,1,3,1,0,0
Census Regions,New England,2022,36,1106,0,8,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,36,2504,0,8,0,0,0,0,0
Census Regions,East North Central,2022,36,2253,1,11,0,0,0,0,1
Census Regions,West North Central,2022,36,380,1,1,1,0,0,0,0
Census Regions,South Atlantic,2022,36,174,5,19,2,0,0,0,0
Census Regions,East South Central,2022,36,10,0,0,0,0,0,0,0
Census Regions,West South Central,2022,36,863,0,1,0,0,0,0,0
Census Regions,Mountain,2022,36,1620,0,2,7,0,0,0,0
Census Regions,Pacific,2022,36,2671,1,22,1,0,0,0,0
Census Regions,New England,2022,37,961,0,0,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,37,2724,0,9,3,0,0,0,0
Census Regions,East North Central,2022,37,2321,4,8,0,1,0,0,0
Census Regions,West North Central,2022,37,299,0,2,0,0,0,0,0
Census Regions,South Atlantic,2022,37,195,1,30,0,0,0,0,0
Census Regions,East South Central,2022,37,12,0,0,0,0,0,0,0
Census Regions,West South Central,2022,37,923,0,1,0,0,0,0,0
Census Regions,Mountain,2022,37,1670,0,9,1,0,0,0,0
Census Regions,Pacific,2022,37,2524,0,9,4,4,0,0,0
Census Regions,New England,2022,38,905,1,1,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,38,2632,1,0,1,0,0,0,0
Census Regions,East North Central,2022,38,2308,4,27,0,0,0,0,0
Census Regions,West North Central,2022,38,267,0,3,1,0,0,0,0
Census Regions,South Atlantic,2022,38,197,8,58,3,0,0,0,0
Census Regions,East South Central,2022,38,8,1,1,0,0,0,0,0
Census Regions,West South Central,2022,38,915,0,0,2,0,0,0,0
Census Regions,Mountain,2022,38,1588,2,4,3,2,0,0,0
Census Regions,Pacific,2022,38,2480,0,16,0,5,3,0,0
Census Regions,New England,2022,39,1074,1,3,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,39,2406,3,9,1,1,0,0,0
Census Regions,East North Central,2022,39,2171,2,0,0,0,0,0,0
Census Regions,West North Central,2022,39,298,1,3,0,0,0,0,0
Census Regions,South Atlantic,2022,39,210,3,69,6,0,0,0,0
Census Regions,East South Central,2022,39,23,1,3,0,0,0,0,0
Census Regions,West South Central,2022,39,545,0,2,3,1,0,0,0
Census Regions,Mountain,2022,39,1218,11,7,0,0,0,0,0
Census Regions,Pacific,2022,39,2016,3,16,8,1,1,0,0
Census Regions,New England,2022,40,1144,3,4,0,0,0,0,0
Census Regions,Mid-Atlantic,2022,40,2416,6,4,4,0,0,0,0
Census Regions,East North Central,2022,40,2113,10,32,4,0,1,0,0
Census Regions,West North Central,2022,40,272,1,3,1,0,0,0,0
Census Regions,South Atlantic,2022,40,237,2,97,8,0,1,0,0
Census Regions,East South Central,2022,40,29,3,3,0,0,0,0,0
Census Regions,West South Central,2022,40,795,3,11,1,1,0,0,0
Census Regions,Mountain,2022,40,1190,8,11,0,0,1,0,0
Census Regions,Pacific,2022,40,933,3,74,1,2,2,0,0
Census Regions,New England,2022,41,703,3,6,2,0,0,0,0
Census Regions,Mid-Atlantic,2022,41,2252,9,17,5,1,0,0,0
Census Regions,East North Central,2022,41,1926,19,74,1,0,1,0,0
Census Regions,West North Central,2022,41,231,4,8,1,0,0,0,0
Census Regions,South Atlantic,2022,41,298,10,120,8,0,1,0,0
Census Regions,East South Central,2022,41,24,5,5,0,0,0,0,0
Census Regions,West South Central,2022,41,723,7,12,3,1,0,0,0
Census Regions,Mountain,2022,41,1177,7,24,2,0,2,0,0
Census Regions,Pacific,2022,41,1189,2,98,1,1,1,0,0
Census Regions,New England,2022,42,910,5,9,1,0,0,0,0
Census Regions,Mid-Atlantic,2022,42,2533,2,14,8,0,0,0,0
Census Regions,East North Central,2022,42,2283,49,42,2,1,1,0,0
Census Regions,West North Central,2022,42,302,4,24,5,2,0,0,0
Census Regions,South Atlantic,2022,42,399,24,200,11,0,2,0,0
Census Regions,East South Central,2022,42,36,3,9,0,0,0,0,0
Census Regions,West South Central,2022,42,613,11,36,3,0,0,0,0
Census Regions,Mountain,2022,42,1163,11,33,1,0,3,0,1
Census Regions,Pacific,2022,42,1166,5,82,2,1,0,0,0
Census Regions,New England,2022,43,800,2,33,6,1,1,0,0
Census Regions,Mid-Atlantic,2022,43,2546,9,39,5,0,0,0,0
Census Regions,East North Central,2022,43,2210,93,65,5,0,1,0,0
Census Regions,West North Central,2022,43,291,6,39,9,0,0,0,0
Census Regions,South Atlantic,2022,43,541,59,270,14,0,0,0,0
Census Regions,East South Central,2022,43,59,10,13,0,0,0,0,0
Census Regions,West South Central,2022,43,570,16,30,9,0,0,0,0
Census Regions,Mountain,2022,43,1226,29,70,3,1,1,0,0
Census Regions,Pacific,2022,43,1206,6,147,0,0,0,0,0
Census Regions,New England,2022,44,1012,23,43,60,0,1,0,0
Census Regions,Mid-Atlantic,2022,44,2485,10,50,12,0,1,0,0
Census Regions,East North Central,2022,44,2316,103,140,6,1,0,0,0
Census Regions,West North Central,2022,44,392,16,70,12,0,1,0,0
Census Regions,South Atlantic,2022,44,530,37,264,47,1,1,0,0
Census Regions,East South Central,2022,44,101,31,23,2,0,0,0,0
Census Regions,West South Central,2022,44,402,14,15,5,0,0,0,0
Census Regions,Mountain,2022,44,1699,66,108,16,2,1,0,0
Census Regions,Pacific,2022,44,1374,16,204,15,0,0,0,0
Census Regions,New England,2022,45,889,20,67,79,0,0,0,0
Census Regions,Mid-Atlantic,2022,45,2051,6,132,10,0,0,0,0
Census Regions,East North Central,2022,45,1912,93,107,6,0,2,0,0
Census Regions,West North Central,2022,45,409,29,104,12,1,0,0,0
Census Regions,South Atlantic,2022,45,558,64,298,37,0,0,0,0
Census Regions,East South Central,2022,45,118,41,44,3,0,0,0,0
Census Regions,West South Central,2022,45,408,13,18,4,0,0,0,0
Census Regions,Mountain,2022,45,1525,33,166,25,0,0,0,0
Census Regions,Pacific,2022,45,1638,24,259,16,0,0,0,0
Census Regions,New England,2022,46,914,22,93,80,0,0,0,0
Census Regions,Mid-Atlantic,2022,46,2520,9,120,22,0,0,0,0
Census Regions,East North Central,2022,46,2466,139,171,34,0,0,0,0
Census Regions,West North Central,2022,46,547,34,181,28,0,0,0,0
Census Regions,South Atlantic,2022,46,582,61,277,52,0,2,0,0
Census Regions,East South Central,2022,46,110,29,24,0,0,0,0,0
Census Regions,West South Central,2022,46,499,21,27,6,2,0,0,0
Census Regions,Mountain,2022,46,1869,79,270,58,1,0,0,0
Census Regions,Pacific,2022,46,1951,49,394,59,1,0,0,0
Census Regions,New England,2022,47,888,60,182,112,0,0,0,0
Census Regions,Mid-Atlantic,2022,47,2325,18,65,46,1,0,0,0
Census Regions,East North Central,2022,47,1993,70,116,26,0,0,0,0
Census Regions,West North Central,2022,47,552,33,257,31,0,0,0,0
Census Regions,South Atlantic,2022,47,465,60,247,17,0,0,0,0
Census Regions,East South Central,2022,47,55,14,15,2,0,0,0,0
Census Regions,West South Central,2022,47,317,27,34,4,0,0,0,0
Census Regions,Mountain,2022,47,1535,105,424,74,0,2,0,0
Census Regions,Pacific,2022,47,1665,74,504,53,0,0,0,0
Census Regions,New England,2022,48,815,19,122,231,0,0,0,0
Census Regions,Mid-Atlantic,2022,48,2681,38,150,81,0,2,0,0
Census Regions,East North Central,2022,48,2579,83,180,52,0,0,0,0
Census Regions,West North Central,2022,48,805,66,295,54,0,0,0,0
Census Regions,South Atlantic,2022,48,727,104,297,24,0,0,0,0
Census Regions,East South Central,2022,48,140,34,31,1,0,0,0,0
Census Regions,West South Central,2022,48,600,45,36,22,0,0,0,0
Census Regions,Mountain,2022,48,1557,129,425,41,0,1,0,0
Census Regions,Pacific,2022,48,2504,128,550,155,1,0,0,0
Census Regions,New England,2022,49,825,23,119,222,0,0,0,0
Census Regions,Mid-Atlantic,2022,49,2909,28,167,69,0,1,0,0
Census Regions,East North Central,2022,49,2260,51,194,53,0,0,0,0
Census Regions,West North Central,2022,49,620,61,200,39,1,1,0,0
Census Regions,South Atlantic,2022,49,574,88,249,27,0,1,0,0
Census Regions,East South Central,2022,49,98,13,16,0,0,0,0,0
Census Regions,West South Central,2022,49,639,28,31,22,1,0,0,0
Census Regions,Mountain,2022,49,1390,133,491,76,0,1,0,0
Census Regions,Pacific,2022,49,2498,123,546,77,0,0,0,0
Census Regions,New England,2022,50,911,30,115,231,1,0,0,0
Census Regions,Mid-Atlantic,2022,50,2685,23,133,65,0,0,0,0
Census Regions,East North Central,2022,50,2425,46,220,62,0,1,0,0
Census Regions,West North Central,2022,50,582,54,154,49,0,0,0,0
Census Regions,South Atlantic,2022,50,502,75,216,17,0,0,0,0
Census Regions,East South Central,2022,50,75,13,10,3,0,0,0,0
Census Regions,West South Central,2022,50,578,32,16,10,0,0,0,0
Census Regions,Mountain,2022,50,1337,172,405,58,0,3,0,0
Census Regions,Pacific,2022,50,2356,90,460,54,0,0,0,0
Census Regions,New England,2022,51,765,27,87,195,0,0,0,0
Census Regions,Mid-Atlantic,2022,51,2810,29,84,61,0,2,0,0
Census Regions,East North Central,2022,51,1825,45,138,32,0,1,0,0
Census Regions,West North Central,2022,51,349,33,90,39,1,1,0,0
Census Regions,South Atlantic,2022,51,377,67,114,17,0,0,0,0
Census Regions,East South Central,2022,51,50,3,5,3,0,0,0,0
Census Regions,West South Central,2022,51,382,21,13,1,1,0,0,0
Census Regions,Mountain,2022,51,1328,156,334,92,1,1,0,0
Census Regions,Pacific,2022,51,1579,75,334,40,0,1,0,0
Census Regions,New England,2022,52,508,23,75,95,0,0,0,0
Census Regions,Mid-Atlantic,2022,52,2032,38,59,37,0,1,0,0
Census Regions,East North Central,2022,52,1797,44,90,31,0,0,0,0
Census Regions,West North Central,2022,52,377,38,101,34,0,1,0,0
Census Regions,South Atlantic,2022,52,409,93,99,10,0,3,0,0
Census Regions,East South Central,2022,52,142,9,6,1,0,0,0,0
Census Regions,West South Central,2022,52,471,16,9,2,0,0,0,0
Census Regions,Mountain,2022,52,1092,125,229,30,0,2,0,0
Census Regions,Pacific,2022,52,1277,57,182,23,0,0,0,0
Census Regions,New England,2023,1,551,12,42,61,0,0,0,0
Census Regions,Mid-Atlantic,2023,1,2353,42,53,27,1,0,0,0
Census Regions,East North Central,2023,1,1823,46,114,28,1,1,0,0
Census Regions,West North Central,2023,1,277,26,50,21,0,1,0,0
Census Regions,South Atlantic,2023,1,435,116,100,20,0,2,0,0
Census Regions,East South Central,2023,1,42,3,7,0,0,0,0,0
Census Regions,West South Central,2023,1,510,9,10,4,0,0,0,0
Census Regions,Mountain,2023,1,876,81,155,33,0,3,0,0
Census Regions,Pacific,2023,1,1837,63,291,33,0,5,0,0
Census Regions,New England,2023,2,627,9,23,25,0,5,0,0
Census Regions,Mid-Atlantic,2023,2,2299,14,21,12,1,1,0,0
Census Regions,East North Central,2023,2,1827,36,54,18,0,1,0,0
Census Regions,West North Central,2023,2,264,27,40,6,0,4,0,0
Census Regions,South Atlantic,2023,2,371,52,47,7,0,0,0,0
Census Regions,East South Central,2023,2,23,1,2,0,0,0,0,0
Census Regions,West South Central,2023,2,409,9,7,2,0,0,0,0
Census Regions,Mountain,2023,2,716,43,71,10,0,1,0,0
Census Regions,Pacific,2023,2,1778,32,262,16,0,1,0,0
Census Regions,New England,2023,3,500,6,19,6,1,2,0,0
Census Regions,Mid-Atlantic,2023,3,2005,9,16,7,0,1,0,0
Census Regions,East North Central,2023,3,1855,33,20,10,0,4,0,0
Census Regions,West North Central,2023,3,188,30,28,6,1,1,0,0
Census Regions,South Atlantic,2023,3,299,52,37,1,0,1,0,0
Census Regions,East South Central,2023,3,35,0,2,0,0,0,0,0
Census Regions,West South Central,2023,3,408,5,2,2,0,0,0,0
Census Regions,Mountain,2023,3,611,45,56,16,0,1,0,0
Census Regions,Pacific,2023,3,1593,30,144,18,2,2,0,0
Census Regions,New England,2023,4,702,10,14,3,0,0,0,0
Census Regions,Mid-Atlantic,2023,4,1968,8,6,3,0,2,0,0
Census Regions,East North Central,2023,4,1694,13,17,3,0,0,0,0
Census Regions,West North Central,2023,4,233,12,21,2,0,2,0,0
Census Regions,South Atlantic,2023,4,260,29,18,5,0,3,0,0
Census Regions,East South Central,2023,4,22,0,0,0,0,0,0,0
Census Regions,West South Central,2023,4,279,6,1,3,0,0,0,0
Census Regions,Mountain,2023,4,614,32,40,10,0,1,0,0
Census Regions,Pacific,2023,4,1001,13,48,11,0,2,0,0
Census Regions,New England,2023,5,565,3,6,0,0,3,0,0
Census Regions,Mid-Atlantic,2023,5,2050,5,5,2,0,2,0,0
Census Regions,East North Central,2023,5,1679,14,21,3,0,0,0,0
Census Regions,West North Central,2023,5,214,17,11,1,0,3,0,0
Census Regions,South Atlantic,2023,5,275,31,21,4,0,3,0,0
Census Regions,East South Central,2023,5,22,2,1,0,0,0,0,0
Census Regions,West South Central,2023,5,179,7,3,0,0,0,0,0
Census Regions,Mountain,2023,5,644,34,25,6,1,6,0,0
Census Regions,Pacific,2023,5,528,8,25,8,1,1,0,0
Census Regions,New England,2023,6,602,6,4,0,0,0,0,0
Census Regions,Mid-Atlantic,2023,6,2095,8,6,4,2,0,0,0
Census Regions,East North Central,2023,6,1902,26,17,2,0,5,0,0
Census Regions,West North Central,2023,6,228,17,13,0,0,6,0,0
Census Regions,South Atlantic,2023,6,217,25,10,3,0,6,0,0
Census Regions,East South Central,2023,6,30,0,1,1,0,0,0,0
Census Regions,West South Central,2023,6,396,13,6,1,0,0,0,0
Census Regions,Mountain,2023,6,615,20,10,6,2,3,0,0
Census Regions,Pacific,2023,6,1203,16,48,9,2,1,0,0
Census Regions,New England,2023,7,648,2,6,0,0,1,0,0
Census Regions,Mid-Atlantic,2023,7,2032,8,6,2,2,0,0,0
Census Regions,East North Central,2023,7,1745,6,9,1,0,2,0,0
Census Regions,West North Central,2023,7,213,10,8,1,0,8,0,0
Census Regions,South Atlantic,2023,7,239,23,12,3,0,3,0,0
Census Regions,East South Central,2023,7,33,0,0,0,0,0,0,0
Census Regions,West South Central,2023,7,165,1,1,0,0,0,0,0
Census Regions,Mountain,2023,7,892,24,6,3,0,10,0,0
Census Regions,Pacific,2023,7,1367,11,21,8,1,2,0,0
Census Regions,New England,2023,8,572,0,3,1,0,0,0,0
Census Regions,Mid-Atlantic,2023,8,1825,3,6,1,2,2,0,0
Census Regions,East North Central,2023,8,1658,6,1,1,0,1,0,0
Census Regions,West North Central,2023,8,178,7,4,2,1,2,0,0
Census Regions,South Atlantic,2023,8,209,13,12,4,0,3,0,0
Census Regions,East South Central,2023,8,24,0,0,0,0,0,0,0
Census Regions,West South Central,2023,8,176,0,0,0,0,0,0,0
Census Regions,Mountain,2023,8,1148,27,8,3,0,5,0,0
Census Regions,Pacific,2023,8,883,5,26,5,1,1,0,0
Census Regions,New England,2023,9,641,0,7,1,0,0,0,0
Census Regions,Mid-Atlantic,2023,9,1881,5,4,1,2,2,0,0
Census Regions,East North Central,2023,9,1640,15,2,1,0,3,0,0
Census Regions,West North Central,2023,9,253,13,12,1,1,1,0,0
Census Regions,South Atlantic,2023,9,204,13,10,1,0,15,0,0
Census Regions,East South Central,2023,9,23,1,0,0,0,1,0,0
Census Regions,West South Central,2023,9,180,4,1,0,1,2,0,0
Census Regions,Mountain,2023,9,1048,15,6,0,1,2,0,0
Census Regions,Pacific,2023,9,1253,9,11,8,3,2,0,0
Census Regions,New England,2023,10,682,2,1,1,0,1,0,0
Census Regions,Mid-Atlantic,2023,10,1919,4,1,1,1,1,0,0
Census Regions,East North Central,2023,10,1549,20,6,0,0,6,0,0
Census Regions,West North Central,2023,10,190,12,15,0,1,6,0,0
Census Regions,South Atlantic,2023,10,223,7,4,5,0,1,0,0
Census Regions,East South Central,2023,10,25,0,0,0,0,0,0,0
Census Regions,West South Central,2023,10,288,2,4,0,0,0,0,0
Census Regions,Mountain,2023,10,1175,20,4,0,0,6,0,0
Census Regions,Pacific,2023,10,855,8,9,8,8,0,0,0
Census Regions,New England,2023,11,633,3,5,0,0,0,0,0
Census Regions,Mid-Atlantic,2023,11,1785,3,1,0,3,3,0,0
Census Regions,East North Central,2023,11,1547,9,3,1,1,4,0,0
Census Regions,West North Central,2023,11,159,10,1,1,0,4,0,0
Census Regions,South Atlantic,2023,11,235,11,8,2,1,7,0,0
Census Regions,East South Central,2023,11,7,0,0,0,1,0,0,0
Census Regions,West South Central,2023,11,123,0,4,0,1,1,0,0
Census Regions,Mountain,2023,11,1048,10,1,2,2,4,0,0
Census Regions,Pacific,2023,11,648,13,5,2,0,2,0,0
Census Regions,New England,2023,12,464,1,3,0,0,1,0,0
Census Regions,Mid-Atlantic,2023,12,1824,2,2,0,6,6,0,0
Census Regions,East North Central,2023,12,1517,13,1,0,0,1,0,0
Census Regions,West North Central,2023,12,181,9,2,1,1,4,0,0
Census Regions,South Atlantic,2023,12,237,16,5,1,1,10,0,0
Census Regions,East South Central,2023,12,25,2,0,0,0,0,0,0
Census Regions,West South Central,2023,12,166,2,5,0,1,0,0,0
Census Regions,Mountain,2023,12,1015,10,3,2,1,10,0,0
Census Regions,Pacific,2023,12,749,5,17,7,5,2,0,0
Census Regions,New England,2023,13,107,0,1,1,0,3,0,0
Census Regions,Mid-Atlantic,2023,13,1719,0,1,3,4,4,0,0
Census Regions,East North Central,2023,13,1180,14,1,0,0,9,0,0
Census Regions,West North Central,2023,13,116,6,0,2,0,4,0,0
Census Regions,South Atlantic,2023,13,212,21,6,3,0,13,0,0
Census Regions,East South Central,2023,13,12,0,0,0,0,0,0,0
Census Regions,West South Central,2023,13,188,3,2,0,2,2,0,0
Census Regions,Mountain,2023,13,912,10,4,3,2,3,0,0
Census Regions,Pacific,2023,13,650,3,2,4,2,3,0,0
Census Regions,New England,2023,14,150,3,0,2,0,4,0,0
Census Regions,Mid-Atlantic,2023,14,1767,4,0,0,4,4,0,0
Census Regions,East North Central,2023,14,1174,13,1,0,0,1,0,0
Census Regions,West North Central,2023,14,129,13,0,0,0,8,0,0
Census Regions,South Atlantic,2023,14,162,12,6,6,1,6,0,0
